Date,Hour,Live Congestion Level [%],Average congestion level in 2019 [%],Average congestion level in 2018 [%],Weekday
2021-05-29,4:00,1,0,0,Sat
2021-05-29,5:00,2,0,0,Sat
2021-05-29,6:00,0,0,0,Sat
2021-05-29,7:00,0,1,2,Sat
2021-05-29,8:00,2,5,4,Sat
2021-05-29,9:00,5,10,9,Sat
2021-05-29,10:00,9,16,13,Sat
2021-05-29,11:00,12,20,16,Sat
2021-05-29,12:00,14,24,18,Sat
2021-05-29,13:00,14,24,19,Sat
2021-05-29,14:00,14,22,18,Sat
2021-05-29,15:00,13,22,18,Sat
2021-05-29,16:00,11,19,15,Sat
2021-05-29,17:00,8,17,14,Sat
2021-05-29,18:00,8,15,12,Sat
2021-05-29,19:00,7,11,9,Sat
2021-05-29,20:00,6,9,7,Sat
2021-05-29,21:00,5,8,7,Sat
2021-05-29,22:00,5,6,5,Sat
2021-05-29,23:00,3,4,3,Sat
2021-05-30,0:00,2,2,1,Sun
2021-05-30,1:00,1,0,0,Sun
2021-05-30,2:00,1,0,0,Sun
2021-05-30,3:00,0,0,0,Sun
2021-05-30,4:00,1,0,0,Sun
2021-05-30,5:00,1,0,0,Sun
2021-05-30,6:00,0,0,0,Sun
2021-05-30,7:00,0,0,0,Sun
2021-05-30,8:00,0,2,1,Sun
2021-05-30,9:00,3,6,4,Sun
2021-05-30,10:00,6,9,8,Sun
2021-05-30,11:00,8,13,10,Sun
2021-05-30,12:00,10,18,14,Sun
2021-05-30,13:00,12,19,15,Sun
2021-05-30,14:00,12,18,14,Sun
2021-05-30,15:00,12,16,13,Sun
2021-05-30,16:00,11,14,11,Sun
2021-05-30,17:00,9,12,9,Sun
2021-05-30,18:00,6,9,7,Sun
2021-05-30,19:00,6,7,6,Sun
2021-05-30,20:00,5,6,5,Sun
2021-05-30,21:00,4,5,4,Sun
2021-05-30,22:00,4,3,3,Sun
2021-05-30,23:00,3,2,1,Sun
2021-05-31,0:00,2,1,1,Mon
2021-05-31,1:00,2,0,1,Mon
2021-05-31,2:00,1,0,1,Mon
2021-05-31,3:00,1,0,0,Mon
2021-05-31,4:00,4,0,0,Mon
2021-05-31,5:00,3,0,0,Mon
2021-05-31,6:00,3,10,8,Mon
2021-05-31,7:00,11,36,34,Mon
2021-05-31,8:00,13,39,39,Mon
2021-05-31,9:00,12,19,17,Mon
2021-05-31,10:00,11,17,14,Mon
2021-05-31,11:00,15,19,16,Mon
2021-05-31,12:00,15,22,18,Mon
2021-05-31,13:00,15,20,17,Mon
2021-05-31,14:00,14,20,17,Mon
2021-05-31,15:00,16,31,26,Mon
2021-05-31,16:00,21,48,40,Mon
2021-05-31,17:00,19,37,31,Mon
2021-05-31,18:00,11,15,12,Mon
2021-05-31,19:00,7,11,9,Mon
2021-05-31,20:00,6,9,7,Mon
2021-05-31,21:00,6,7,5,Mon
2021-05-31,22:00,5,4,3,Mon
2021-05-31,23:00,2,2,1,Mon
