Date,Hour,Live Congestion Level [%],Average congestion level in 2019 [%],Average congestion level in 2018 [%],Weekday
2019-03-05,5:00,4,0,0,Tue
2019-03-05,6:00,12,12,11,Tue
2019-03-05,7:00,54,42,40,Tue
2019-03-05,8:00,87,51,48,Tue
2019-03-05,9:00,88,26,24,Tue
2019-03-05,10:00,45,19,17,Tue
2019-03-05,11:00,23,21,19,Tue
2019-03-05,12:00,25,25,21,Tue
2019-03-05,13:00,25,23,20,Tue
2019-03-05,14:00,23,23,20,Tue
2019-03-05,15:00,36,36,31,Tue
2019-03-05,16:00,55,59,53,Tue
2019-03-05,17:00,68,49,44,Tue
2019-03-05,18:00,50,19,17,Tue
2019-03-05,19:00,22,12,11,Tue
2019-03-05,20:00,13,9,9,Tue
2019-03-05,21:00,11,7,7,Tue
2019-03-05,22:00,6,4,4,Tue
2019-03-05,23:00,2,2,1,Tue
2019-03-06,0:00,1,1,1,Wed
2019-03-06,1:00,0,0,1,Wed
2019-03-06,2:00,0,0,3,Wed
2019-03-06,3:00,0,0,2,Wed
2019-03-06,4:00,0,0,1,Wed
2019-03-06,5:00,0,0,0,Wed
2019-03-06,6:00,9,12,10,Wed
2019-03-06,7:00,40,42,40,Wed
2019-03-06,8:00,64,49,47,Wed
2019-03-06,9:00,61,24,22,Wed
2019-03-06,10:00,26,19,17,Wed
2019-03-06,11:00,19,22,19,Wed
2019-03-06,12:00,22,25,22,Wed
2019-03-06,13:00,22,23,20,Wed
2019-03-06,14:00,22,23,20,Wed
2019-03-06,15:00,33,38,33,Wed
2019-03-06,16:00,52,62,55,Wed
2019-03-06,17:00,60,52,46,Wed
2019-03-06,18:00,47,22,17,Wed
2019-03-06,19:00,21,13,11,Wed
2019-03-06,20:00,12,10,9,Wed
2019-03-06,21:00,9,8,7,Wed
2019-03-06,22:00,4,5,4,Wed
2019-03-06,23:00,2,2,1,Wed
2019-03-07,0:00,0,0,0,Thu
2019-03-07,1:00,0,0,0,Thu
2019-03-07,2:00,0,0,2,Thu
2019-03-07,3:00,0,0,2,Thu
2019-03-07,4:00,0,0,1,Thu
2019-03-07,5:00,0,0,0,Thu
2019-03-07,6:00,8,11,10,Thu
2019-03-07,7:00,44,40,38,Thu
2019-03-07,8:00,73,47,45,Thu
2019-03-07,9:00,70,25,23,Thu
2019-03-07,10:00,30,20,19,Thu
2019-03-07,11:00,19,23,22,Thu
2019-03-07,12:00,23,27,25,Thu
2019-03-07,13:00,23,24,22,Thu
2019-03-07,14:00,20,25,22,Thu
2019-03-07,15:00,31,42,33,Thu
2019-03-07,16:00,61,66,53,Thu
2019-03-07,17:00,71,57,43,Thu
2019-03-07,18:00,62,25,18,Thu
2019-03-07,19:00,23,16,12,Thu
2019-03-07,20:00,13,12,9,Thu
2019-03-07,21:00,8,9,8,Thu
2019-03-07,22:00,4,5,4,Thu
2019-03-07,23:00,2,2,2,Thu
2019-03-08,0:00,0,1,1,Fri
2019-03-08,1:00,0,0,0,Fri
2019-03-08,2:00,0,0,1,Fri
2019-03-08,3:00,0,0,0,Fri
2019-03-08,4:00,0,0,0,Fri
2019-03-08,5:00,0,0,0,Fri
2019-03-08,6:00,5,8,8,Fri
2019-03-08,7:00,31,28,28,Fri
2019-03-08,8:00,46,32,32,Fri
2019-03-08,9:00,40,19,19,Fri
2019-03-08,10:00,20,20,19,Fri
2019-03-08,11:00,21,24,22,Fri
2019-03-08,12:00,28,30,27,Fri
2019-03-08,13:00,28,28,25,Fri
2019-03-08,14:00,25,28,25,Fri
2019-03-08,15:00,33,39,35,Fri
2019-03-08,16:00,48,49,45,Fri
2019-03-08,17:00,52,36,34,Fri
2019-03-08,18:00,33,20,19,Fri
2019-03-08,19:00,20,14,13,Fri
2019-03-08,20:00,14,11,10,Fri
2019-03-08,21:00,10,10,9,Fri
2019-03-08,22:00,8,7,7,Fri
2019-03-08,23:00,4,4,3,Fri
2019-03-09,0:00,2,2,2,Sat
2019-03-09,1:00,0,0,1,Sat
2019-03-09,2:00,0,0,0,Sat
2019-03-09,3:00,0,0,0,Sat
2019-03-09,4:00,0,0,0,Sat
2019-03-09,5:00,0,0,0,Sat
2019-03-09,6:00,0,0,0,Sat
2019-03-09,7:00,0,1,2,Sat
2019-03-09,8:00,3,5,4,Sat
2019-03-09,9:00,7,10,9,Sat
2019-03-09,10:00,12,16,13,Sat
2019-03-09,11:00,16,20,16,Sat
2019-03-09,12:00,21,24,18,Sat
2019-03-09,13:00,23,24,19,Sat
2019-03-09,14:00,23,22,18,Sat
2019-03-09,15:00,21,22,18,Sat
2019-03-09,16:00,21,19,15,Sat
2019-03-09,17:00,18,17,14,Sat
2019-03-09,18:00,15,15,12,Sat
2019-03-09,19:00,15,11,9,Sat
2019-03-09,20:00,10,9,7,Sat
2019-03-09,21:00,7,8,7,Sat
2019-03-09,22:00,5,6,5,Sat
2019-03-09,23:00,2,4,3,Sat
2019-03-10,0:00,1,2,1,Sun
2019-03-10,1:00,1,0,0,Sun
2019-03-10,3:00,0,0,0,Sun
2019-03-10,4:00,0,0,0,Sun
2019-03-10,5:00,0,0,0,Sun
2019-03-10,6:00,0,0,0,Sun
2019-03-10,7:00,0,0,0,Sun
2019-03-10,8:00,0,2,1,Sun
2019-03-10,9:00,3,6,4,Sun
2019-03-10,10:00,6,9,8,Sun
2019-03-10,11:00,9,13,10,Sun
2019-03-10,12:00,13,18,14,Sun
2019-03-10,13:00,16,19,15,Sun
2019-03-10,14:00,16,18,14,Sun
2019-03-10,15:00,13,16,13,Sun
2019-03-10,16:00,13,14,11,Sun
2019-03-10,17:00,10,12,9,Sun
2019-03-10,18:00,8,9,7,Sun
2019-03-10,19:00,5,7,6,Sun
2019-03-10,20:00,6,6,5,Sun
2019-03-10,21:00,4,5,4,Sun
2019-03-10,22:00,3,3,3,Sun
2019-03-10,23:00,0,2,1,Sun
2019-03-11,0:00,6,1,1,Mon
2019-03-11,1:00,6,0,1,Mon
2019-03-11,2:00,5,0,1,Mon
2019-03-11,3:00,2,0,0,Mon
2019-03-11,4:00,2,0,0,Mon
2019-03-11,5:00,2,0,0,Mon
2019-03-11,6:00,11,10,8,Mon
2019-03-11,7:00,43,36,34,Mon
2019-03-11,8:00,51,39,39,Mon
2019-03-11,9:00,40,19,17,Mon
2019-03-11,10:00,17,17,14,Mon
2019-03-11,11:00,14,19,16,Mon
2019-03-11,12:00,16,22,18,Mon
2019-03-11,13:00,16,20,17,Mon
2019-03-11,14:00,18,20,17,Mon
2019-03-11,15:00,27,31,26,Mon
2019-03-11,16:00,47,48,40,Mon
2019-03-11,17:00,46,37,31,Mon
2019-03-11,18:00,26,15,12,Mon
2019-03-11,19:00,14,11,9,Mon
2019-03-11,20:00,10,9,7,Mon
2019-03-11,21:00,7,7,5,Mon
2019-03-11,22:00,6,4,3,Mon
2019-03-11,23:00,2,2,1,Mon
2019-03-12,0:00,1,1,0,Tue
2019-03-12,1:00,1,0,1,Tue
2019-03-12,2:00,1,1,2,Tue
2019-03-12,3:00,0,0,3,Tue
2019-03-12,4:00,0,0,1,Tue
2019-03-12,5:00,0,0,0,Tue
2019-03-12,6:00,9,12,11,Tue
2019-03-12,7:00,49,42,40,Tue
2019-03-12,8:00,61,51,48,Tue
2019-03-12,9:00,60,26,24,Tue
2019-03-12,10:00,23,19,17,Tue
2019-03-12,11:00,17,21,19,Tue
2019-03-12,12:00,22,25,21,Tue
2019-03-12,13:00,22,23,20,Tue
2019-03-12,14:00,20,23,20,Tue
2019-03-12,15:00,33,36,31,Tue
2019-03-12,16:00,49,59,53,Tue
2019-03-12,17:00,50,49,44,Tue
2019-03-12,18:00,26,19,17,Tue
2019-03-12,19:00,14,12,11,Tue
2019-03-12,20:00,9,9,9,Tue
2019-03-12,21:00,7,7,7,Tue
2019-03-12,22:00,4,4,4,Tue
2019-03-12,23:00,2,2,1,Tue
2019-03-13,0:00,0,1,1,Wed
2019-03-13,1:00,0,0,1,Wed
2019-03-13,2:00,1,0,3,Wed
2019-03-13,3:00,0,0,2,Wed
2019-03-13,4:00,0,0,1,Wed
2019-03-13,5:00,0,0,0,Wed
2019-03-13,6:00,7,12,10,Wed
2019-03-13,7:00,38,42,40,Wed
2019-03-13,8:00,43,49,47,Wed
2019-03-13,9:00,38,24,22,Wed
2019-03-13,10:00,18,19,17,Wed
2019-03-13,11:00,16,22,19,Wed
2019-03-13,12:00,20,25,22,Wed
2019-03-13,13:00,20,23,20,Wed
2019-03-13,14:00,21,23,20,Wed
2019-03-13,15:00,30,38,33,Wed
2019-03-13,16:00,46,62,55,Wed
2019-03-13,17:00,51,52,46,Wed
2019-03-13,18:00,24,22,17,Wed
2019-03-13,19:00,16,13,11,Wed
2019-03-13,20:00,10,10,9,Wed
2019-03-13,21:00,8,8,7,Wed
2019-03-13,22:00,9,5,4,Wed
2019-03-13,23:00,3,2,1,Wed
2019-03-14,0:00,0,0,0,Thu
2019-03-14,1:00,0,0,0,Thu
2019-03-14,2:00,0,0,2,Thu
2019-03-14,3:00,0,0,2,Thu
2019-03-14,4:00,0,0,1,Thu
2019-03-14,5:00,0,0,0,Thu
2019-03-14,6:00,7,11,10,Thu
2019-03-14,7:00,34,40,38,Thu
2019-03-14,8:00,40,47,45,Thu
2019-03-14,9:00,37,25,23,Thu
2019-03-14,10:00,21,20,19,Thu
2019-03-14,11:00,17,23,22,Thu
2019-03-14,12:00,20,27,25,Thu
2019-03-14,13:00,20,24,22,Thu
2019-03-14,14:00,20,25,22,Thu
2019-03-14,15:00,30,42,33,Thu
2019-03-14,16:00,45,66,53,Thu
2019-03-14,17:00,52,57,43,Thu
2019-03-14,18:00,34,25,18,Thu
2019-03-14,19:00,16,16,12,Thu
2019-03-14,20:00,11,12,9,Thu
2019-03-14,21:00,8,9,8,Thu
2019-03-14,22:00,4,5,4,Thu
2019-03-14,23:00,2,2,2,Thu
2019-03-15,0:00,1,1,1,Fri
2019-03-15,1:00,0,0,0,Fri
2019-03-15,2:00,0,0,1,Fri
2019-03-15,3:00,0,0,0,Fri
2019-03-15,4:00,0,0,0,Fri
2019-03-15,5:00,0,0,0,Fri
2019-03-15,6:00,6,8,8,Fri
2019-03-15,7:00,22,28,28,Fri
2019-03-15,8:00,26,32,32,Fri
2019-03-15,9:00,25,19,19,Fri
2019-03-15,10:00,17,20,19,Fri
2019-03-15,11:00,19,24,22,Fri
2019-03-15,12:00,23,30,27,Fri
2019-03-15,13:00,23,28,25,Fri
2019-03-15,14:00,21,28,25,Fri
2019-03-15,15:00,30,39,35,Fri
2019-03-15,16:00,39,49,45,Fri
2019-03-15,17:00,38,36,34,Fri
2019-03-15,18:00,26,20,19,Fri
2019-03-15,19:00,21,14,13,Fri
2019-03-15,20:00,12,11,10,Fri
2019-03-15,21:00,11,10,9,Fri
2019-03-15,22:00,8,7,7,Fri
2019-03-15,23:00,5,4,3,Fri
2019-03-16,0:00,2,2,2,Sat
2019-03-16,1:00,1,0,1,Sat
2019-03-16,2:00,0,0,0,Sat
2019-03-16,3:00,0,0,0,Sat
2019-03-16,4:00,0,0,0,Sat
2019-03-16,5:00,1,0,0,Sat
2019-03-16,6:00,0,0,0,Sat
2019-03-16,7:00,1,1,2,Sat
2019-03-16,8:00,2,5,4,Sat
2019-03-16,9:00,5,10,9,Sat
2019-03-16,10:00,9,16,13,Sat
2019-03-16,11:00,13,20,16,Sat
2019-03-16,12:00,15,24,18,Sat
2019-03-16,13:00,17,24,19,Sat
2019-03-16,14:00,17,22,18,Sat
2019-03-16,15:00,18,22,18,Sat
2019-03-16,16:00,18,19,15,Sat
2019-03-16,17:00,13,17,14,Sat
2019-03-16,18:00,12,15,12,Sat
2019-03-16,19:00,10,11,9,Sat
2019-03-16,20:00,11,9,7,Sat
2019-03-16,21:00,7,8,7,Sat
2019-03-16,22:00,4,6,5,Sat
2019-03-16,23:00,2,4,3,Sat
2019-03-17,0:00,2,2,1,Sun
2019-03-17,1:00,1,0,0,Sun
2019-03-17,2:00,0,0,0,Sun
2019-03-17,3:00,0,0,0,Sun
2019-03-17,4:00,0,0,0,Sun
2019-03-17,5:00,0,0,0,Sun
2019-03-17,6:00,0,0,0,Sun
2019-03-17,7:00,0,0,0,Sun
2019-03-17,8:00,0,2,1,Sun
2019-03-17,9:00,2,6,4,Sun
2019-03-17,10:00,6,9,8,Sun
2019-03-17,11:00,9,13,10,Sun
2019-03-17,12:00,13,18,14,Sun
2019-03-17,13:00,14,19,15,Sun
2019-03-17,14:00,13,18,14,Sun
2019-03-17,15:00,11,16,13,Sun
2019-03-17,16:00,11,14,11,Sun
2019-03-17,17:00,8,12,9,Sun
2019-03-17,18:00,7,9,7,Sun
2019-03-17,19:00,5,7,6,Sun
2019-03-17,20:00,5,6,5,Sun
2019-03-17,21:00,4,5,4,Sun
2019-03-17,22:00,1,3,3,Sun
2019-03-17,23:00,0,2,1,Sun
2019-03-18,0:00,0,1,1,Mon
2019-03-18,1:00,0,0,1,Mon
2019-03-18,2:00,0,0,1,Mon
2019-03-18,3:00,0,0,0,Mon
2019-03-18,4:00,0,0,0,Mon
2019-03-18,5:00,0,0,0,Mon
2019-03-18,6:00,4,10,8,Mon
2019-03-18,7:00,16,36,34,Mon
2019-03-18,8:00,18,39,39,Mon
2019-03-18,9:00,16,19,17,Mon
2019-03-18,10:00,13,17,14,Mon
2019-03-18,11:00,13,19,16,Mon
2019-03-18,12:00,17,22,18,Mon
2019-03-18,13:00,17,20,17,Mon
2019-03-18,14:00,17,20,17,Mon
2019-03-18,15:00,20,31,26,Mon
2019-03-18,16:00,28,48,40,Mon
2019-03-18,17:00,29,37,31,Mon
2019-03-18,18:00,20,15,12,Mon
2019-03-18,19:00,9,11,9,Mon
2019-03-18,20:00,6,9,7,Mon
2019-03-18,21:00,5,7,5,Mon
2019-03-18,22:00,1,4,3,Mon
2019-03-18,23:00,0,2,1,Mon
2019-03-19,0:00,0,1,0,Tue
2019-03-19,1:00,0,0,1,Tue
2019-03-19,2:00,0,1,2,Tue
2019-03-19,3:00,0,0,3,Tue
2019-03-19,4:00,0,0,1,Tue
2019-03-19,5:00,0,0,0,Tue
2019-03-19,6:00,5,12,11,Tue
2019-03-19,7:00,18,42,40,Tue
2019-03-19,8:00,21,51,48,Tue
2019-03-19,9:00,19,26,24,Tue
2019-03-19,10:00,16,19,17,Tue
2019-03-19,11:00,15,21,19,Tue
2019-03-19,12:00,18,25,21,Tue
2019-03-19,13:00,18,23,20,Tue
2019-03-19,14:00,20,23,20,Tue
2019-03-19,15:00,21,36,31,Tue
2019-03-19,16:00,32,59,53,Tue
2019-03-19,17:00,34,49,44,Tue
2019-03-19,18:00,27,19,17,Tue
2019-03-19,19:00,11,12,11,Tue
2019-03-19,20:00,8,9,9,Tue
2019-03-19,21:00,6,7,7,Tue
2019-03-19,22:00,1,4,4,Tue
2019-03-19,23:00,2,2,1,Tue
2019-03-20,0:00,0,1,1,Wed
2019-03-20,1:00,0,0,1,Wed
2019-03-20,2:00,0,0,3,Wed
2019-03-20,3:00,0,0,2,Wed
2019-03-20,4:00,0,0,1,Wed
2019-03-20,5:00,0,0,0,Wed
2019-03-20,6:00,5,12,10,Wed
2019-03-20,7:00,17,42,40,Wed
2019-03-20,8:00,23,49,47,Wed
2019-03-20,9:00,18,24,22,Wed
2019-03-20,10:00,15,19,17,Wed
2019-03-20,11:00,15,22,19,Wed
2019-03-20,12:00,19,25,22,Wed
2019-03-20,13:00,20,23,20,Wed
2019-03-20,14:00,20,23,20,Wed
2019-03-20,15:00,26,38,33,Wed
2019-03-20,16:00,40,62,55,Wed
2019-03-20,17:00,40,52,46,Wed
2019-03-20,18:00,22,22,17,Wed
2019-03-20,19:00,14,13,11,Wed
2019-03-20,20:00,9,10,9,Wed
2019-03-20,21:00,8,8,7,Wed
2019-03-20,22:00,5,5,4,Wed
2019-03-20,23:00,0,2,1,Wed
2019-03-21,0:00,0,0,0,Thu
2019-03-21,1:00,0,0,0,Thu
2019-03-21,2:00,0,0,2,Thu
2019-03-21,3:00,0,0,2,Thu
2019-03-21,4:00,0,0,1,Thu
2019-03-21,5:00,0,0,0,Thu
2019-03-21,6:00,6,11,10,Thu
2019-03-21,7:00,17,40,38,Thu
2019-03-21,8:00,21,47,45,Thu
2019-03-21,9:00,18,25,23,Thu
2019-03-21,10:00,18,20,19,Thu
2019-03-21,11:00,17,23,22,Thu
2019-03-21,12:00,22,27,25,Thu
2019-03-21,13:00,22,24,22,Thu
2019-03-21,14:00,22,25,22,Thu
2019-03-21,15:00,25,42,33,Thu
2019-03-21,16:00,35,66,53,Thu
2019-03-21,17:00,35,57,43,Thu
2019-03-21,18:00,20,25,18,Thu
2019-03-21,19:00,12,16,12,Thu
2019-03-21,20:00,10,12,9,Thu
2019-03-21,21:00,7,9,8,Thu
2019-03-21,22:00,4,5,4,Thu
2019-03-21,23:00,1,2,2,Thu
2019-03-22,0:00,1,1,1,Fri
2019-03-22,1:00,1,0,0,Fri
2019-03-22,2:00,0,0,1,Fri
2019-03-22,3:00,0,0,0,Fri
2019-03-22,4:00,0,0,0,Fri
2019-03-22,5:00,0,0,0,Fri
2019-03-22,6:00,6,8,8,Fri
2019-03-22,7:00,18,28,28,Fri
2019-03-22,8:00,20,32,32,Fri
2019-03-22,9:00,17,19,19,Fri
2019-03-22,10:00,15,20,19,Fri
2019-03-22,11:00,17,24,22,Fri
2019-03-22,12:00,22,30,27,Fri
2019-03-22,13:00,24,28,25,Fri
2019-03-22,14:00,27,28,25,Fri
2019-03-22,15:00,28,39,35,Fri
2019-03-22,16:00,27,49,45,Fri
2019-03-22,17:00,27,36,34,Fri
2019-03-22,18:00,20,20,19,Fri
2019-03-22,19:00,13,14,13,Fri
2019-03-22,20:00,11,11,10,Fri
2019-03-22,21:00,10,10,9,Fri
2019-03-22,22:00,7,7,7,Fri
2019-03-22,23:00,3,4,3,Fri
2019-03-23,0:00,1,2,2,Sat
2019-03-23,1:00,1,0,1,Sat
2019-03-23,2:00,1,0,0,Sat
2019-03-23,3:00,1,0,0,Sat
2019-03-23,4:00,0,0,0,Sat
2019-03-23,5:00,0,0,0,Sat
2019-03-23,6:00,0,0,0,Sat
2019-03-23,7:00,0,1,2,Sat
2019-03-23,8:00,3,5,4,Sat
2019-03-23,9:00,5,10,9,Sat
2019-03-23,10:00,9,16,13,Sat
2019-03-23,11:00,13,20,16,Sat
2019-03-23,12:00,16,24,18,Sat
2019-03-23,13:00,18,24,19,Sat
2019-03-23,14:00,19,22,18,Sat
2019-03-23,15:00,16,22,18,Sat
2019-03-23,16:00,14,19,15,Sat
2019-03-23,17:00,14,17,14,Sat
2019-03-23,18:00,12,15,12,Sat
2019-03-23,19:00,11,11,9,Sat
2019-03-23,20:00,9,9,7,Sat
2019-03-23,21:00,6,8,7,Sat
2019-03-23,22:00,9,6,5,Sat
2019-03-23,23:00,6,4,3,Sat
2019-03-24,0:00,2,2,1,Sun
2019-03-24,1:00,1,0,0,Sun
2019-03-24,2:00,0,0,0,Sun
2019-03-24,3:00,0,0,0,Sun
2019-03-24,4:00,0,0,0,Sun
2019-03-24,5:00,0,0,0,Sun
2019-03-24,6:00,0,0,0,Sun
2019-03-24,7:00,0,0,0,Sun
2019-03-24,8:00,0,2,1,Sun
2019-03-24,9:00,2,6,4,Sun
2019-03-24,10:00,5,9,8,Sun
2019-03-24,11:00,8,13,10,Sun
2019-03-24,12:00,13,18,14,Sun
2019-03-24,13:00,16,19,15,Sun
2019-03-24,14:00,16,18,14,Sun
2019-03-24,15:00,13,16,13,Sun
2019-03-24,16:00,12,14,11,Sun
2019-03-24,17:00,12,12,9,Sun
2019-03-24,18:00,8,9,7,Sun
2019-03-24,19:00,7,7,6,Sun
2019-03-24,20:00,5,6,5,Sun
2019-03-24,21:00,3,5,4,Sun
2019-03-24,22:00,3,3,3,Sun
2019-03-24,23:00,1,2,1,Sun
2019-03-25,0:00,0,1,1,Mon
2019-03-25,1:00,0,0,1,Mon
2019-03-25,2:00,0,0,1,Mon
2019-03-25,3:00,0,0,0,Mon
2019-03-25,4:00,0,0,0,Mon
2019-03-25,5:00,1,0,0,Mon
2019-03-25,6:00,6,10,8,Mon
2019-03-25,7:00,27,36,34,Mon
2019-03-25,8:00,34,39,39,Mon
2019-03-25,9:00,27,19,17,Mon
2019-03-25,10:00,14,17,14,Mon
2019-03-25,11:00,15,19,16,Mon
2019-03-25,12:00,17,22,18,Mon
2019-03-25,13:00,16,20,17,Mon
2019-03-25,14:00,17,20,17,Mon
2019-03-25,15:00,25,31,26,Mon
2019-03-25,16:00,39,48,40,Mon
2019-03-25,17:00,41,37,31,Mon
2019-03-25,18:00,20,15,12,Mon
2019-03-25,19:00,11,11,9,Mon
2019-03-25,20:00,8,9,7,Mon
2019-03-25,21:00,7,7,5,Mon
2019-03-25,22:00,3,4,3,Mon
2019-03-25,23:00,0,2,1,Mon
2019-03-26,0:00,0,1,0,Tue
2019-03-26,1:00,0,0,1,Tue
2019-03-26,2:00,0,1,2,Tue
2019-03-26,3:00,0,0,3,Tue
2019-03-26,4:00,0,0,1,Tue
2019-03-26,5:00,0,0,0,Tue
2019-03-26,6:00,6,12,11,Tue
2019-03-26,7:00,32,42,40,Tue
2019-03-26,8:00,47,51,48,Tue
2019-03-26,9:00,43,26,24,Tue
2019-03-26,10:00,20,19,17,Tue
2019-03-26,11:00,16,21,19,Tue
2019-03-26,12:00,18,25,21,Tue
2019-03-26,13:00,18,23,20,Tue
2019-03-26,14:00,20,23,20,Tue
2019-03-26,15:00,26,36,31,Tue
2019-03-26,16:00,43,59,53,Tue
2019-03-26,17:00,43,49,44,Tue
2019-03-26,18:00,25,19,17,Tue
2019-03-26,19:00,13,12,11,Tue
2019-03-26,20:00,9,9,9,Tue
2019-03-26,21:00,8,7,7,Tue
2019-03-26,22:00,3,4,4,Tue
2019-03-26,23:00,2,2,1,Tue
2019-03-27,0:00,1,1,1,Wed
2019-03-27,1:00,0,0,1,Wed
2019-03-27,2:00,0,0,3,Wed
2019-03-27,3:00,0,0,2,Wed
2019-03-27,4:00,0,0,1,Wed
2019-03-27,5:00,0,0,0,Wed
2019-03-27,6:00,7,12,10,Wed
2019-03-27,7:00,30,42,40,Wed
2019-03-27,8:00,51,49,47,Wed
2019-03-27,9:00,51,24,22,Wed
2019-03-27,10:00,35,19,17,Wed
2019-03-27,11:00,18,22,19,Wed
2019-03-27,12:00,20,25,22,Wed
2019-03-27,13:00,21,23,20,Wed
2019-03-27,14:00,21,23,20,Wed
2019-03-27,15:00,29,38,33,Wed
2019-03-27,16:00,45,62,55,Wed
2019-03-27,17:00,48,52,46,Wed
2019-03-27,18:00,30,22,17,Wed
2019-03-27,19:00,14,13,11,Wed
2019-03-27,20:00,10,10,9,Wed
2019-03-27,21:00,8,8,7,Wed
2019-03-27,22:00,5,5,4,Wed
2019-03-27,23:00,0,2,1,Wed
2019-03-28,0:00,1,0,0,Thu
2019-03-28,1:00,1,0,0,Thu
2019-03-28,2:00,0,0,2,Thu
2019-03-28,3:00,0,0,2,Thu
2019-03-28,4:00,0,0,1,Thu
2019-03-28,5:00,0,0,0,Thu
2019-03-28,6:00,7,11,10,Thu
2019-03-28,7:00,33,40,38,Thu
2019-03-28,8:00,50,47,45,Thu
2019-03-28,9:00,49,25,23,Thu
2019-03-28,10:00,22,20,19,Thu
2019-03-28,11:00,17,23,22,Thu
2019-03-28,12:00,21,27,25,Thu
2019-03-28,13:00,22,24,22,Thu
